Date	Workout
20130623	Snatch Balance 3-3-2-2-2-1-1-1-1-1 reps
20130622	"""Fight Gone Bad!""Three rounds of: Wall-ball, 20 pound ball, 10 ft target (Reps) Sumo deadlift high-pull, 75 pounds (Reps) Box Jump, 20"" box (Reps) Push-press, 75 pounds (Reps) Row (Calories)In this workout you move from each of five stations after a minute.The clock does not reset or stop between exercises. This is a five-minute round from which a one-minute break is allowed before repeating. On call of ""rotate"", the athletes must move to next station immediately for best score. One point is given for each rep, except on the rower where each calorie is one point."
20130621	21-18-15-12-9-6-3 rep rounds of: Handstand push-ups L-pull-ups
20130620	Rest Day
20130619	Hang power clean 3-3-3-3-3-3-3 reps
20130618	21-18-15-12-9-6-3 rep rounds of: 185 pound Front squat GHD Sit-up
20130617	Three rounds for time of: Row 1000 meters 20 Pull-ups 30 Box jumps, 20 inch box
20130616	Rest Day
20130615	Hang power snatch 3-3-3-3-3 reps
20130614	For time 15, 12, and 9 rep rounds of: 45 pound Dumbbell Thruster Muscle-up
20130613	"""Gallant""For time: Run 1 mile with a 20 pound medicine ball 60 Burpee pull-ups Run 800 meters with a 20 pound medicine ball 30 Burpee pull-ups Run 400 meters with a 20 pound medicine ball 15 Burpee pull-ups"
20130612	Rest Day
20130611	21-15 and 9 rep rounds of: Left-arm Kettlebell snatch, 1.5 pood Right-arm Kettlebell snatch, 1.5 pood Pull-ups
20130610	"""CrossFit Total""Back squat, 1 rep Shoulder Press, 1 rep Deadlift, 1 rep"
20130609	21-18-15-12-9-6 and 3 rep rounds of: Sumo deadlift high-pull, 75 pounds Push jerk, 75 pounds
20130608	Rest Day
20130607	Complete as many rounds as possible in 20 minutes of: 5 Handstand push-ups 7 Chest to bar pull-ups 35 pound Dumbbell squat snatch, 10 reps, alternating
20130606	"""Annie""50-40-30-20 and 10 rep rounds of: Double-unders Sit-ups"
20130605	Complete as many rounds as possible in 20 minutes of: Row 250 meters 25 Push-ups
20130604	Rest Day
20130603	Run for 30 minutes
20130602	2013 CrossFit Games Regional Event 7Four rounds for time of: 15 foot Rope climb, 2 ascents 100 foot Sprint 225 pound Squat clean, 4 reps 100 foot Sprint
20130601	2013 CrossFit Games Regional Event 6For time: 100 Double-unders 50 Handstand push-ups 40 Toes-to-bar 160 pound Shoulder to overhead, 30 reps 90 foot Walking lunge with 160 pound barbell in front rack
20130731	Shoulder Press 5-5-5-5-5 reps
20130730	Rest Day
20130729	For time: Complete three rounds of: 5 Muscle-ups 5 Deficit handstand push-ups Then, 160 pound barbell Overhead walking lunges, 90 feet
20130728	Row 1 K Five rounds of: 25 Pull-ups 135 pound Push jerk, 7 reps
20130727	For time: 95 pound Thruster, 27 reps 15 foot Legless rope climb, 4 ascents 95 pound Thruster, 21 reps 15 foot Legless rope climb, 3 ascents 95 pound Thruster, 15 reps 15 foot Legless rope climb, 2 ascents 95 pound Thruster, 9 reps 15 foot Legless rope climb, 1 ascent
20130726	Rest Day
20130725	For time: 100 Double-unders Run 100 meters 15 foot Rope climb, 4 ascents Run 100 meters 135 pound Front squat, 30 reps Run 100 meters 100 meter Farmer carry, 70 pound dumbbells 70 pound Dumbbell snatch, alternating, 20 reps Run 100 meters
20130724	For time: Row 21,097 meters
20130723	For time: 205 pound Front squat, 20 reps 30 Box jump, 30 inch box 40 Kettlebell swings, 1.5 pood 50 Wall ball shots, 20 pound ball
20130722	Rest Day
20130721	"""Tabata This!""Tabata Row Rest 1 minute Tabata Squat Rest 1 minute Tabata Pull-up Rest 1 minute Tabata Push-up Rest 1 minute Tabata Sit-upThe Tabata interval is 20 seconds of work followed by 10 seconds of rest for 8 intervals. Tabata score is the least number of reps performed in any of the eight intervals. Unit for the row is ""calories""."
20130720	"21-15-9 reps for time of: GHD Wall ball, 10 pound ball Wallball ""2-fer-1s"", 20 pound ball"
20130719	For time: 15 foot Rope climb, 5 ascents 145 pound Clean and jerk, 5 reps 15 foot Rope climb, 4 ascents 165 pound Clean and jerk, 4 reps 15 foot Rope climb, 3 ascents 185 pound Clean and jerk, 3 reps 15 foot Rope climb, 2 ascents 205 pound Clean and jerk, 2 reps 15 foot Rope climb, 1 ascent 225 pound Clean and jerk, 1 rep
20130718	Rest Day
20130717	Sprint triathlon For time: Swim 750 meters Bike 20K Run 5K
20130716	"""Nancy""5 rounds for time of: 400 meter run 95 pound Overhead squat, 15 reps"
20130715	Three rounds for time of: 135 pound Hang power clean, 15 reps 15 Burpees
20130714	Rest Day
20130713	For time: 155 pound Squat clean, 15 reps 30 Toes to bar 30 Box jump, 24 inch box 15 Muscle-ups 40 pound dumbbell Push press / push jerk, 30 reps  30 Double-unders 135 pound Thruster, 15 reps 30 Pull-ups 30 Burpees 300 feet Walking lunge with 45lb plate held overhead
20130712	155 pound Squat Clean and Jerk, 30 repsThe barbell goes from ground to overhead, passing through a front squat in which the crease of the hip passes below the height of the kneecap. The finish position is with the arms, hips and knees fully extended, arms overhead, with at least a portion of the ear visible in front of the arm. Dropping the barbell is acceptable.
20130711	"""CrossFit Total""Back squat, 1 rep Shoulder Press, 1 rep Deadlift, 1 rep"
20130710	Rest Day
20130709	"""Diane""21-15-9 reps of: 225 pound Deadlift Handstand push-ups"
20130708	Front squat 3-3-3-3-3 reps
20130707	"""Elizabeth""21-15-9 reps of: Clean 135 pounds Ring dips"
20130706	"Hope For Cures workout is today!""Hope""Three rounds of: Burpees 75 pound Power snatch Box jump, 24"" box 75 pound Thruster Chest to bar Pull-ups""Hope"" has the same format as Fight Gone Bad. In this workout you move from each of five stations after a minute. This is a five-minute round from which a one-minute break is allowed before repeating. The clock does not reset or stop between exercises. On call of ""rotate,"" the athlete/s must move to next station immediately for good score. One point is given for each rep."
20130705	Perform the following tests:L-sit for time. Handstand walk for distance. Chest to bar weighted pull-up for load. Snatch 1 rep for load.
20130704	"""Smykowski""For time: Run 6k 60 Burpee pull-upsIf you've got body armor or a thirty pound vest, wear it."
20130703	10-9-8-7-6-5-4-3-2-1 reps of the triplet:Chest-to-bar pull-up Box jump, 30 inch box GHD sit-up
20130702	Rest Day
20130701	Behind the neck Jerk 1-1-1-1-1-1-1
20130831	"""Hotshots 19""Six rounds for time of: 30 Squats 135 pound Power clean, 19 reps 7 Strict Pull-ups Run 400 meters"
20130830	10 rounds with a 2 minute rest in between, of any (or any combination) of:  Swim 100 meters OR Run 400 meters OR Row 500 meters OR Bike 1000 meters
20130829	"""Annie""50-40-30-20 and 10 rep rounds of: Double-unders Sit-ups"
20130828	Complete the following: Weighted Dip, 5 rep max Rest 5 minutes Weighted Dip, 3 rep max Rest 5 minutes Weighted Dip, 1 rep max
20130827	Rest Day
20130826	Complete the following: Weighted Pull-up, 5 rep max Rest 5 minutes Weighted Pull-up, 3 rep max Rest 5 minutes Weighted Pull-up, 1 rep max
20130825	Ten rounds for load and time of: 1 Clean and Jerk 5 Pull-ups 10 Push-ups 15 Squats
20130824	Complete as many rounds as possible in 12 minutes of: 5 GHD sit-ups 7 Back extensions 95 pound Overhead squat, 9 reps
20130823	Rest Day
20130822	"""Dobogai""Seven rounds for time of: 8 Muscle-ups 22 yard Farmer carry, 50 pound dumbbells"
20130821	"""Donny""21-15-9-9-15-21 reps for time of: 225 pound Deadlift Burpee"
20130820	"""Falkel""Complete as many rounds as possible in 25 minutes of: 8 Handstand push-ups 8 Box jump, 30 inch box 15 foot Rope climb, 1 ascent"
20130819	Rest Day
20130818	"""Angie""For time: 100 Pull-ups 100 Push-ups 100 Sit-ups 100 Squats"
20130817	Back Squat 3-3-3-3-3 reps
20130816	With a 45 pound barbell, 21-15- and 9 reps for time of: Turkish Get-ups, alternating arms Sots press
20130815	Rest Day
20130814	"""Helen""Three rounds for time: Run 400 meters 1 1/2 pood Kettlebell X 21 swings (or 55 pound dumbbell swing) 12 Pull-ups"
20130813	Clean and Jerk 1-1-1-1-1-1-1 reps
20130812	For time: 50 Double unders 50 Burpees 50 Wall ball shots, 20 pound ball 50 Back extensions 50 Push press, 45 pounds 50 Knees to elbows Walking Lunge, 50 steps 50 Kettlebell swings, 1 pood 50 Jumping pull-ups 50 Box jump, 24 inch boxCompare to 130128.
20130811	Rest Day
20130810	Two rounds for time of: 135 pound Thruster, 30 reps 30 L Pull-ups
20130809	Five rounds for time of: 95 pound Sumo deadlift high-pull, 21 reps 21 Ring dips
20130808	Ten rounds for time of: 7 Burpees 7 Knees to elbows
20130807	Rest Day
20130806	For time: 30 Snatches
20130805	"""Kelly""Five rounds for time of: Run 400 meters 30 Box jump, 24 inch box 30 Wall ball shots, 20 pound ball"
20130804	Deadlift 7-7-7-7-7-7-7 repsFor each set, touch and go at ground only.
20130803	Rest Day
20130802	"""Tabata Something Else""Complete 32 intervals of 20 seconds of work followed by ten seconds of rest where the first 8 intervals are pull-ups, the second 8 are push-ups, the third 8 intervals are sit-ups, and finally, the last 8 intervals are squats. There is no rest between exercises."
20130801	Run 5K
20130930	6 rounds for time of: Run 400 meters 25 BurpeesSet up under a bar that is one foot above your reach for the burpees. Jump and touch the bar for each burpee rep.
20130929	For time, 21-18-15-12-9-6 and 3 rep rounds of: Walking lunge steps 95 pound Barbell thruster Pull-ups Knees to elbows
20130928	Rest Day
20130927	Run 5K
20130926	Complete as many rounds as possible in 20 minutes of: Handstand walk 10 yards 15 foot L-rope climb, 1 ascent 10 One-legged overhead squats, PVC pipe
20130925	Deadlift 3-3-3-3-3 reps
20130924	Rest Day
20130923	For time: 45 pound barbell Overhead squat, 50 reps 100 Abmat sit-ups  115 pound Overhead squat, 25 reps 50 Toes-to-bar 185 pound Overhead squat, 10 reps 20 GHD sit-ups
20130922	"""Fight Gone Bad!""Three rounds of: Wall-ball, 20 pound ball, 10 ft target (Reps) Sumo deadlift high-pull, 75 pounds (Reps) Box Jump, 20"" box (Reps) Push-press, 75 pounds (Reps) Row (Calories)In this workout you move from each of five stations after a minute.The clock does not reset or stop between exercises. This is a five-minute round from which a one-minute break is allowed before repeating. On call of ""rotate"", the athletes must move to next station immediately for best score. One point is given for each rep, except on the rower where each calorie is one point."
20130921	Five rounds of: 100 meter Sprint Clean & jerk, 1 rep Max reps Muscle-up
20130920	Rest Day
20130919	
20130918	"""Holleyman""30 rounds for time of: 5 Wall ball shots, 20 pound ball 3 Handstand push-ups 225 pound Power clean, 1 rep"
20130917	Five rounds for time of: 45 pound barbell Overhead walking lunges, 50 feet 21 BurpeesLet trailing knee gently kiss the ground on each lunge.
20130916	Rest Day
20130915	Snatch 1-1-1-1-1-1-1 reps
20130914	Squat clean 1-1-1-1-1-1-1 reps
20130913	Split Jerk 1-1-1-1-1-1-1 reps
20130912	Rest Day
20130911	"""The Don""For time: 66 Deadlifts, 110 pounds 66 Box jump, 24 inch box 66 Kettlebell swings, 1.5 pood 66 Knees to elbows 66 Sit-ups 66 Pull-ups 66 Thrusters, 55 pounds 66 Wall ball shots, 20 pound ball 66 Burpees 66 Double-unders"
20130910	Back Squat 3-3-3-3-3 reps
20130909	21-15-9 reps of Hang squat clean, 50 pound dumbbells Handstand push-ups
20130908	Rest Day
20130907	"""Barbara""Five rounds, each for time of: 20 Pull-ups 30 Push-ups 40 Sit-ups 50 SquatsRest precisely three minutes between each round."
20130906	"""Griff""For time: Run 800 meters Run 400 meters backwards Run 800 meters Run 400 meters backwards"
20130905	"""Linda""10-9-8-7-6-5-4-3-2-1 reps of the triplet:Deadlift: 1 1/2 body weight Bench press: body weight Clean: 3/4 body weightSet up three bars and storm through for time."
20130904	Rest Day
20130903	"""Roney""Four rounds for time of: Run 200 meters 135 pound Thruster, 11 reps Run 200 meters 135 pound Push press, 11 reps Run 200 meters 135 pound Bench press, 11 reps"
20130902	Three rounds for time of: Row 500 meters 12 Deadlifts: body weight 21 Box jump, 20 inch box
20130901	Shoulder press 1-1-1-1-1 reps Push press 3-3-3-3-3 reps Push Jerk 5-5-5-5-5 reps
20131031	Three rounds for time of:  95 pound Overhead squat, 15 reps 15 L Pull-ups 95 pound Split-jerk, 15 reps 15 Knees to elbows 95 pound Hang clean, 15 reps 15 Back extensions, with 25 pounds  Hold 25 pound plate or dumbbell to chest for back extensions.
20131030	Rest Day
20131029	Bent over barbell row 5-5-5-5-5 reps
20131028	"""Morrison""50-40-30-20 and 10 rep rounds of: Wall ball shots, 20 pound ball Box jump, 24 inch box Kettlebell swings, 1.5 pood"
20131027	Three rounds, 15-12-and 9 reps, for time of: 135 pound barbell Thrusters 45 pound weighted Pull-upsFor weighted pull-ups, placing a 45 pound dumbbell between the legs above crossed ankles works great.
20131026	Rest Day
20131025	Complete as many rounds as possible in 15 minutes of: 135 pound Push press, 7 reps 135 pound Overhead squat, 10 reps 15 GHD Sit-ups
20131024	Complete as many rounds as possible in 15 minutes of: 15 Chest to bar pull-ups 30 second Ring L-sit hold
20131023	Complete as many rounds as possible in 15 minutes of: Row 250 meters 25 Push-ups
20131022	Rest Day
20131021	Snatch 3-3-2-2-2-1-1-1-1-1 reps
20131020	"""Walsh""Four rounds for time of: 22 Burpee pull-ups 185 pound Back squat, 22 reps Run 200 meters with a 45 pound plate overhead"
20131019	Snatch Balance 3-3-2-2-2-1-1-1-1-1 reps
20131018	Rest Day
20131017	"""Eva""Five rounds for time of: Run 800 meters 2 pood Kettlebell swing, 30 reps 30 Pull-ups"
20131016	Overhead squat 1-1-1-1-1 reps Front squat 1-1-1-1-1 reps Back squat 1-1-1-1-1 repsTry to increase the load on each of the fifteen sets.
20131015	225 pound Deadlift, 21 reps Handstand walk 21 meters 225 pound Deadlift, 15 reps Handstand walk 15 meters 225 pound Deadlift, 9 reps Handstand walk 9 meters
20131014	Rest Day
20131013	Resting 60 seconds between sets:  Bench press 2-2-2-2-2-2-2-2-2-2
20131012	Ten rounds, each for time of: 100 meter Sprint Rest 90 seconds
20131011	"""Cindy"" Complete as many rounds in 20 minutes as you can of: 5 Pull-ups 10 Push-ups 15 SquatsOR""Mary"" Complete as many rounds in 20 minutes as you can of: 5 Handstand Push-ups 10 One legged squats, alternating 15 Pull-ups"
20131010	Rest Day
20131009	"""Test 3""Tabata Squat Max reps of Muscle-ups in 4 minutesThe Tabata interval is 20 seconds of work followed by 10 seconds of rest for 8 intervals. Tabata score is the least number of reps performed in any of the eight intervals. Begin time for muscle-ups immediately after the last 10 second rest interval. Test score equals Tabata score multiplied by number of muscle-ups completed."
20131008	Hang power clean 3-3-3-3-3-3-3 reps
20131007	Six rounds for time of: Run 400 meters 25 Pull-ups
20131006	Rest Day
20131005	"""Dragon""For time:  Run 5k 4 minutes to find 4 rep max Deadlift Run 5k 4 minutes to find 4 rep max Push jerk"
20131004	Five rounds for time of: 5 Hanging ring extensions (right arm + left arm = 1) 5 Forward rolls 5 Backward rolls 45 pound Sots press, 10 reps
20131003	"""DT""Five rounds for time of: 155 pound Deadlift, 12 reps 155 pound Hang power clean, 9 reps 155 pound Push jerk, 6 reps"
20131002	Rest Day
20131001	Front Squat 1-1-1-1-1-1-1-1-1-1 reps
20131130	Thruster 2-2-2-2-2-2-2
20131129	Run 5K
20131128	Complete as many rounds as possible in 15 minutes of: 20 Push-ups 50 Squats
20131127	Rest Day
20131126	Five rounds for time of: Run 400 meters 185 pound Deadlift, 21 reps
20131125	Resting 60 seconds between sets:  Bench press 2-2-2-2-2-2-2-2-2-2
20131124	Five rounds for time of: 50 Wallball shots, 20 pound ball Run 400 meters
20131123	Rest Day
20131122	"""Willy""Three rounds for time of: Run 800 meters 225 pound Front squat, 5 reps Run 200 meters 11 Chest to bar pull-ups Run 400 meters 12 Kettlebell swings, 2 pood"
20131121	Weighted pull-ups 1-1-1-1-1-1-1 reps
20131120	"For time: 15 Dumbbell burpee box-overs, 50 pounds, 24"" box 315 pound Deadlift, 15 reps 205 pound Overhead squat, 15 reps 15 Muscle-ups"
20131119	Rest Day
20131118	For time: 50 Box jump, 24 inch box 50 Jumping pull-ups 50 Kettlebell swings, 1 pood Walking Lunge, 50 steps 50 Knees to elbows 50 Push press, 45 pounds 50 Back extensions 50 Wall ball shots, 20 pound ball 50 Burpees 50 Double unders
20131117	Hang power snatch 3-3-3-3-3 reps
20131116	"""Lee""Five rounds for time of: Run 400 meters 345 pound Deadlift, 1 rep 185 pound Squat clean, 3 reps 185 pound Push jerk, 5 reps 3 Muscle-ups 15 foot Rope climb, 1 ascent"
20131115	Rest Day
20131114	"""Helen""Three rounds for time: Run 400 meters 1 1/2 pood Kettlebell X 21 swings (or 55 pound dumbbell swing) 12 Pull-ups"
20131113	"""CrossFit Total""Back squat, 1 rep Shoulder Press, 1 rep Deadlift, 1 rep"
20131112	"""Fran""Three rounds, 21-15- and 9 reps, for time of: 95 pound Thruster Pull-ups"
20131111	Rest Day
20131110	21-15-9 reps of: 225 pound Deadlift 135 pound Overhead squat
20131109	With a continuously running clock do one muscle-up the first minute, two muscle-ups the second minute, three muscle-ups the third minute... continuing as long as you are able.Use as many sets each minute as needed.
